"COLUMN_ID","SCHEMA","TABLE","COLUMN","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE"
4,"EVOTOR_CRM","ERP_CONTRACT_FILE_HST","TO_DATE","TIMESTAMP(6)",11,,6,"Y"
5,"EVOTOR_CRM","ERP_CONTRACT_FILE_HST","CHANGE_DB_USER","VARCHAR2",400,,,"Y"
1,"EVOTOR_CRM","ERP_FILES","ID","VARCHAR2",64,,,"N"
2,"EVOTOR_CRM","ERP_FILES","NAME","VARCHAR2",4000,,,"Y"
3,"EVOTOR_CRM","ERP_FILES","FILE_TYPE","VARCHAR2",50,,,"Y"
4,"EVOTOR_CRM","ERP_FILES","STATE_ID","NUMBER",22,4,0,"N"
5,"EVOTOR_CRM","ERP_FILES","CREATE_DATE","DATE",7,,,"Y"
6,"EVOTOR_CRM","ERP_FILES","CREATE_USER_ID","NUMBER",22,8,0,"Y"
7,"EVOTOR_CRM","ERP_FILES","SIGN_DATE","DATE",7,,,"Y"
8,"EVOTOR_CRM","ERP_FILES","SIGN_USER_ID","NUMBER",22,8,0,"Y"
9,"EVOTOR_CRM","ERP_FILES","DISABLE_DATE","DATE",7,,,"Y"
10,"EVOTOR_CRM","ERP_FILES","DISABLE_USER_ID","NUMBER",22,8,0,"Y"
11,"EVOTOR_CRM","ERP_FILES","CHANGE_DATE","DATE",7,,,"N"
12,"EVOTOR_CRM","ERP_FILES","CHANGE_USER_ID","NUMBER",22,,,"Y"
13,"EVOTOR_CRM","ERP_FILES","IS_BASIC","CHAR",1,,,"Y"
14,"EVOTOR_CRM","ERP_FILES","DOCUMENT_TYPE","VARCHAR2",400,,,"N"
1,"EVOTOR_CRM","ERP_FILES_HST","ID","VARCHAR2",64,,,"N"
2,"EVOTOR_CRM","ERP_FILES_HST","NAME","VARCHAR2",4000,,,"Y"
3,"EVOTOR_CRM","ERP_FILES_HST","FILE_TYPE","VARCHAR2",50,,,"Y"
4,"EVOTOR_CRM","ERP_FILES_HST","STATE_ID","NUMBER",22,4,0,"N"
5,"EVOTOR_CRM","ERP_FILES_HST","CREATE_DATE","DATE",7,,,"Y"
6,"EVOTOR_CRM","ERP_FILES_HST","CREATE_USER_ID","NUMBER",22,8,0,"Y"
7,"EVOTOR_CRM","ERP_FILES_HST","SIGN_DATE","DATE",7,,,"Y"
8,"EVOTOR_CRM","ERP_FILES_HST","SIGN_USER_ID","NUMBER",22,8,0,"Y"
9,"EVOTOR_CRM","ERP_FILES_HST","DISABLE_DATE","DATE",7,,,"Y"
10,"EVOTOR_CRM","ERP_FILES_HST","DISABLE_USER_ID","NUMBER",22,8,0,"Y"
11,"EVOTOR_CRM","ERP_FILES_HST","CHANGE_DATE","DATE",7,,,"N"
12,"EVOTOR_CRM","ERP_FILES_HST","CHANGE_USER_ID","NUMBER",22,,,"Y"
13,"EVOTOR_CRM","ERP_FILES_HST","FROM_DATE","TIMESTAMP(6)",11,,6,"N"
14,"EVOTOR_CRM","ERP_FILES_HST","TO_DATE","TIMESTAMP(6)",11,,6,"Y"
15,"EVOTOR_CRM","ERP_FILES_HST","CHANGE_DB_USER","VARCHAR2",400,,,"Y"
16,"EVOTOR_CRM","ERP_FILES_HST","IS_BASIC","CHAR",1,,,"Y"
17,"EVOTOR_CRM","ERP_FILES_HST","DOCUMENT_TYPE","VARCHAR2",400,,,"N"
1,"EVOTOR_CRM","ISHOP_PARTNERS","NAME","VARCHAR2",2000,,,"Y"
2,"EVOTOR_CRM","ISHOP_PARTNERS","PARTNER_ID","NUMBER",22,,,"Y"
3,"EVOTOR_CRM","ISHOP_PARTNERS","INN","VARCHAR2",20,,,"Y"
4,"EVOTOR_CRM","ISHOP_PARTNERS","KPP","VARCHAR2",20,,,"Y"
5,"EVOTOR_CRM","ISHOP_PARTNERS","USER_FIO","VARCHAR2",2000,,,"Y"
6,"EVOTOR_CRM","ISHOP_PARTNERS","USER_PHONE","VARCHAR2",20,,,"Y"
7,"EVOTOR_CRM","ISHOP_PARTNERS","PLACE_OF_DOCS","VARCHAR2",2000,,,"Y"
8,"EVOTOR_CRM","ISHOP_PARTNERS","SUPPORT_PHONE","VARCHAR2",200,,,"Y"
9,"EVOTOR_CRM","ISHOP_PARTNERS","ADDRESS","VARCHAR2",2000,,,"Y"
10,"EVOTOR_CRM","ISHOP_PARTNERS","ID","NUMBER",22,,,"N"
11,"EVOTOR_CRM","ISHOP_PARTNERS","USER_ID","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","YEAR","NUMBER",22,4,0,"N"
2,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","QUARTER","NUMBER",22,1,0,"N"
3,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","PARTNER_ID","NUMBER",22,8,0,"Y"
4,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","LINK_ID","NUMBER",22,12,0,"Y"
5,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","CLIENT_ID","NUMBER",22,12,0,"Y"
6,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","TRADE_POINT_ID","NUMBER",22,12,0,"Y"
7,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","DEVICE_ID","VARCHAR2",100,,,"Y"
8,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","ATTACH_DATE","DATE",7,,,"Y"
9,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","ALL_CHECKED","NUMBER",22,1,0,"Y"
10,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","MARKETPLACE_ACCEPTED","NUMBER",22,1,0,"Y"
11,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","APPROVED","NUMBER",22,1,0,"Y"
12,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","APP_ID","VARCHAR2",100,,,"Y"
13,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","APP_NAME","VARCHAR2",500,,,"Y"
14,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","PAYMENT_ID","VARCHAR2",100,,,"Y"
15,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","PAYMENT_DATE","DATE",7,,,"Y"
16,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","REWARD","NUMBER",22,,,"Y"
17,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","PARTNER_TOTAL_DEVICE_COUNT","NUMBER",22,8,0,"Y"
18,"EVOTOR_CRM","MVIEW_CRM_MARKETPLACE_REWARDS","PARTNER_TOTAL_REWARD","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","USER_NAME","VARCHAR2",201,,,"Y"
2,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","ID","NUMBER",22,8,0,"N"
3,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","PARTNER_NAME","VARCHAR2",200,,,"N"
4,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","PARTNER_CODE","NUMBER",22,8,0,"N"
5,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","CNT_PRIL_ON_PAY","NUMBER",22,,,"Y"
6,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","SUM_AMO_ON_PAY","NUMBER",22,,,"Y"
7,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","CNT_PRIL_CRM","NUMBER",22,,,"Y"
8,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","SUM_AMO_CRM","NUMBER",22,,,"Y"
9,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","CNT_SUB","NUMBER",22,,,"Y"
10,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","PRICE","NUMBER",22,,,"Y"
11,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","CNT_MARKIROVKA","NUMBER",22,,,"Y"
12,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","CNT_STPLUS","NUMBER",22,,,"Y"
13,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","CNT_INTERNET","NUMBER",22,,,"Y"
14,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","CNT_UPRAV","NUMBER",22,,,"Y"
15,"EVOTOR_CRM","MVIEW_MARKET_MANIA3_RESULT","CNT_UTM","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","RATING_SALE_DEVICES","PARTNER","VARCHAR2",100,,,"N"
2,"EVOTOR_CRM","RATING_SALE_DEVICES","NOT_SHOW","NUMBER",22,,,"Y"
3,"EVOTOR_CRM","RATING_SALE_DEVICES","YEAR","NUMBER",22,4,0,"Y"
4,"EVOTOR_CRM","RATING_SALE_DEVICES","COUNT_ALL","NUMBER",22,,,"Y"
5,"EVOTOR_CRM","RATING_SALE_DEVICES","PERCENT_ALL","NUMBER",22,,,"Y"
6,"EVOTOR_CRM","RATING_SALE_DEVICES","POSITION_ALL","NUMBER",22,,,"Y"
7,"EVOTOR_CRM","RATING_SALE_DEVICES","COUNT_5I","NUMBER",22,,,"Y"
8,"EVOTOR_CRM","RATING_SALE_DEVICES","PERCENT_5I","NUMBER",22,,,"Y"
9,"EVOTOR_CRM","RATING_SALE_DEVICES","POSITION_5I","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","RW_AGG_REWARDS","PERIOD_ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_AGG_REWARDS","REWARD_PARTNER_ID","NUMBER",22,8,0,"N"
3,"EVOTOR_CRM","RW_AGG_REWARDS","PARTNER_ID","NUMBER",22,8,0,"N"
4,"EVOTOR_CRM","RW_AGG_REWARDS","REWARD_AMOUNT","NUMBER",22,,,"Y"
5,"EVOTOR_CRM","RW_AGG_REWARDS","LAST_UPDATE_DATE","DATE",7,,,"Y"
1,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","REWARD_ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","REWARD_TYPE","VARCHAR2",400,,,"N"
3,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","SERVICE","VARCHAR2",2000,,,"N"
4,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","MESSAGE_TYPE","VARCHAR2",400,,,"N"
5,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","PAYMENT_COUNT","NUMBER",22,,,"N"
6,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","TURNOVER","NUMBER",22,,,"N"
7,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","MESSAGE_REWARD_AMOUNT","NUMBER",22,,,"N"
8,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","INN","VARCHAR2",400,,,"Y"
9,"EVOTOR_CRM","RW_EVOTOR_PAY_REWARDS","ORGANIZATION_NAME","VARCHAR2",2000,,,"Y"
1,"EVOTOR_CRM","RW_FLAG_TYPES","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_FLAG_TYPES","NAME","VARCHAR2",2000,,,"N"
3,"EVOTOR_CRM","RW_FLAG_TYPES","CALC_TYPE","VARCHAR2",400,,,"N"
1,"EVOTOR_CRM","RW_MP_REWARDS","REWARD_ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_MP_REWARDS","REWARD_TYPE","VARCHAR2",400,,,"N"
3,"EVOTOR_CRM","RW_MP_REWARDS","APP_ID","VARCHAR2",2000,,,"N"
4,"EVOTOR_CRM","RW_MP_REWARDS","PAYED_VALUE","NUMBER",22,,,"Y"
5,"EVOTOR_CRM","RW_MP_REWARDS","REWARD_PERCENT","NUMBER",22,,,"Y"
6,"EVOTOR_CRM","RW_MP_REWARDS","REWARD_USER_ID","NUMBER",22,8,0,"Y"
7,"EVOTOR_CRM","RW_MP_REWARDS","ADDON_ID","VARCHAR2",2000,,,"Y"
8,"EVOTOR_CRM","RW_MP_REWARDS","ADDON_NAME","VARCHAR2",2000,,,"Y"
9,"EVOTOR_CRM","RW_MP_REWARDS","PARENT_ID","NUMBER",22,,,"Y"
10,"EVOTOR_CRM","RW_MP_REWARDS","DEVICE_ID","VARCHAR2",400,,,"Y"
11,"EVOTOR_CRM","RW_MP_REWARDS","MP_TYPE","VARCHAR2",400,,,"N"
12,"EVOTOR_CRM","RW_MP_REWARDS","APP_INSTALLED_DAYS","NUMBER",22,,,"Y"
13,"EVOTOR_CRM","RW_MP_REWARDS","DEAL_ID","NUMBER",22,,,"Y"
14,"EVOTOR_CRM","RW_MP_REWARDS","BASE_PERCENT","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","REWARD_ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","REWARD_TYPE","VARCHAR2",400,,,"N"
3,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","CUSTOMER_INN","VARCHAR2",400,,,"Y"
4,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","CUSTOMER_NAME","VARCHAR2",2000,,,"Y"
5,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","PHONE","VARCHAR2",400,,,"Y"
6,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","EMAIL","VARCHAR2",400,,,"Y"
7,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","PAYED_VALUE","NUMBER",22,,,"Y"
8,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","PAYED_PERCENT","NUMBER",22,,,"Y"
9,"EVOTOR_CRM","RW_NA_POLKE_REWARDS","FIO","VARCHAR2",2000,,,"Y"
1,"EVOTOR_CRM","RW_PARTNER_DEPT","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_PARTNER_DEPT","PARTNER_ID","NUMBER",22,,,"N"
3,"EVOTOR_CRM","RW_PARTNER_DEPT","DEP_VALUE","NUMBER",22,,,"N"
4,"EVOTOR_CRM","RW_PARTNER_DEPT","OPERATION_DATE","DATE",7,,,"N"
5,"EVOTOR_CRM","RW_PARTNER_DEPT","REWARD_ID","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","RW_PARTNER_PERIODS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_PARTNER_PERIODS","REWARD_TYPE","VARCHAR2",400,,,"N"
3,"EVOTOR_CRM","RW_PARTNER_PERIODS","PARTNER_ID","NUMBER",22,8,0,"N"
4,"EVOTOR_CRM","RW_PARTNER_PERIODS","PERIOD_TYPE","VARCHAR2",400,,,"N"
5,"EVOTOR_CRM","RW_PARTNER_PERIODS","YEAR","NUMBER",22,,0,"N"
6,"EVOTOR_CRM","RW_PARTNER_PERIODS","FROM_DATE","DATE",7,,,"N"
7,"EVOTOR_CRM","RW_PARTNER_PERIODS","END_DATE","DATE",7,,,"N"
8,"EVOTOR_CRM","RW_PARTNER_PERIODS","STATUS","VARCHAR2",400,,,"N"
9,"EVOTOR_CRM","RW_PARTNER_PERIODS","REWARD_AMOUNT","NUMBER",22,,,"Y"
10,"EVOTOR_CRM","RW_PARTNER_PERIODS","CURRENT_DOC_PACKAGE_VERSION","NUMBER",22,,0,"N"
1,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","PARTNER_ID","NUMBER",22,8,0,"N"
3,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","REWARD_PERCENT","NUMBER",22,,,"N"
4,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","CHILD_ID","NUMBER",22,8,0,"Y"
5,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","PRODUCT_TYPE","VARCHAR2",400,,,"Y"
6,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","PRODUCT_ID","VARCHAR2",400,,,"Y"
7,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","FROM_DATE","DATE",7,,,"N"
8,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","END_DATE","DATE",7,,,"N"
9,"EVOTOR_CRM","RW_PARTNER_REWARD_PERCENT","MP_TYPE","VARCHAR2",400,,,"Y"
1,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","PARTNER_ID","NUMBER",22,8,0,"N"
3,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","REWARD_TYPE","VARCHAR2",400,,,"N"
4,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","PERIOD_TYPE","VARCHAR2",400,,,"N"
5,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","FROM_DATE","DATE",7,,,"N"
6,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","END_DATE","DATE",7,,,"N"
7,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","CREATE_DATE","DATE",7,,,"N"
8,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","CREATE_USER_ID","NUMBER",22,,,"Y"
9,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","CHANGE_DATE","DATE",7,,,"N"
10,"EVOTOR_CRM","RW_PARTNER_REWARD_PROPERTIES","CHANGE_USER_ID","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","RW_PAY_PERIODS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_PAY_PERIODS","PARTNER_ID","NUMBER",22,8,0,"N"
3,"EVOTOR_CRM","RW_PAY_PERIODS","PERIOD_END_DATE","DATE",7,,,"N"
4,"EVOTOR_CRM","RW_PAY_PERIODS","STATUS","VARCHAR2",400,,,"N"
5,"EVOTOR_CRM","RW_PAY_PERIODS","CURRENT_DOC_VERSION","NUMBER",22,,0,"N"
1,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","FILE_ID","VARCHAR2",256,,,"N"
2,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","PERIOD_ID","NUMBER",22,,,"Y"
3,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","DOCUMENT_DATE","DATE",7,,,"Y"
4,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","SIGNER_FIRST_NAME","VARCHAR2",400,,,"Y"
5,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","SIGNER_MIDDLE_NAME","VARCHAR2",400,,,"Y"
6,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","SIGNER_LAST_NAME","VARCHAR2",400,,,"Y"
7,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","SIGNER_POSITION","VARCHAR2",2000,,,"Y"
8,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","SIGNER_REASON","VARCHAR2",2000,,,"Y"
9,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","WITH_NDS","NUMBER",22,,,"Y"
10,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","VERSION","NUMBER",22,,,"N"
11,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","REWARD_AMOUNT","NUMBER",22,,,"Y"
12,"EVOTOR_CRM","RW_PERIOD_DOCUMENTS","PAY_PERIOD_ID","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","RW_PERIOD_STATUSES","ID","VARCHAR2",400,,,"N"
2,"EVOTOR_CRM","RW_PERIOD_STATUSES","NAME","VARCHAR2",2000,,,"N"
1,"EVOTOR_CRM","RW_RENT_DEVICE","REWARD_ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_RENT_DEVICE","REWARD_TYPE","VARCHAR2",400,,,"N"
3,"EVOTOR_CRM","RW_RENT_DEVICE","APP_ID","VARCHAR2",2000,,,"N"
4,"EVOTOR_CRM","RW_RENT_DEVICE","PAYED_VALUE","NUMBER",22,,,"Y"
5,"EVOTOR_CRM","RW_RENT_DEVICE","REWARD_PERCENT","NUMBER",22,,,"Y"
6,"EVOTOR_CRM","RW_RENT_DEVICE","REWARD_USER_ID","NUMBER",22,8,0,"Y"
1,"EVOTOR_CRM","RW_REWARDS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_REWARDS","PERIOD_ID","NUMBER",22,,,"N"
3,"EVOTOR_CRM","RW_REWARDS","REWARD_TYPE","VARCHAR2",400,,,"N"
4,"EVOTOR_CRM","RW_REWARDS","REWARD_PARTNER_ID","NUMBER",22,8,0,"N"
5,"EVOTOR_CRM","RW_REWARDS","PARTNER_ID","NUMBER",22,8,0,"N"
6,"EVOTOR_CRM","RW_REWARDS","PAYMENT_DATE","DATE",7,,,"N"
7,"EVOTOR_CRM","RW_REWARDS","PAYMENT_ID","VARCHAR2",2000,,,"N"
8,"EVOTOR_CRM","RW_REWARDS","REWARD_AMOUNT","NUMBER",22,,,"Y"
9,"EVOTOR_CRM","RW_REWARDS","CUSTOMER_USER_ID","VARCHAR2",400,,,"Y"
10,"EVOTOR_CRM","RW_REWARDS","FLAG","NUMBER",22,,,"Y"
1,"EVOTOR_CRM","RW_REWARD_PERIOD_TYPE","ID","VARCHAR2",400,,,"N"
2,"EVOTOR_CRM","RW_REWARD_PERIOD_TYPE","NAME","VARCHAR2",2000,,,"N"
3,"EVOTOR_CRM","RW_REWARD_PERIOD_TYPE","REQUIRED_DOCUMENT_TYPE","VARCHAR2",400,,,"N"
1,"EVOTOR_CRM","RW_REWARD_TYPES","ID","VARCHAR2",400,,,"N"
2,"EVOTOR_CRM","RW_REWARD_TYPES","NAME","VARCHAR2",2000,,,"N"
3,"EVOTOR_CRM","RW_REWARD_TYPES","REQUIRED_CONTRACT_TYPE","NUMBER",22,4,0,"N"
1,"EVOTOR_CRM","RW_REWARD_TYPE_DOCUMENTS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_REWARD_TYPE_DOCUMENTS","REWARD_TYPE","VARCHAR2",400,,,"N"
3,"EVOTOR_CRM","RW_REWARD_TYPE_DOCUMENTS","DOCUMENT_TYPE","VARCHAR2",400,,,"N"
4,"EVOTOR_CRM","RW_REWARD_TYPE_DOCUMENTS","DOCUMENT_NAME","VARCHAR2",2000,,,"N"
1,"EVOTOR_CRM","RW_RKO_REWARDS","REWARD_ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","RW_RKO_REWARDS","REWARD_TYPE","VARCHAR2",400,,,"N"
3,"EVOTOR_CRM","RW_RKO_REWARDS","STATUS","VARCHAR2",2000,,,"Y"
4,"EVOTOR_CRM","RW_RKO_REWARDS","ORDER_ID","NUMBER",22,,,"Y"
5,"EVOTOR_CRM","RW_RKO_REWARDS","INN","VARCHAR2",400,,,"Y"
6,"EVOTOR_CRM","RW_RKO_REWARDS","COMPANY_NAME","VARCHAR2",4000,,,"Y"
1,"EVOTOR_CRM","SV_ANSWERS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","SV_ANSWERS","EVENT_ID","NUMBER",22,,,"N"
3,"EVOTOR_CRM","SV_ANSWERS","QUESTION_ID","NUMBER",22,,,"N"
4,"EVOTOR_CRM","SV_ANSWERS","ANSWER_OPTION_ID","NUMBER",22,,,"Y"
5,"EVOTOR_CRM","SV_ANSWERS","ANSWER_TEXT","VARCHAR2",8000,,,"Y"
1,"EVOTOR_CRM","SV_ANSWER_OPTIONS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","SV_ANSWER_OPTIONS","NAME","VARCHAR2",2000,,,"N"
3,"EVOTOR_CRM","SV_ANSWER_OPTIONS","QUESTION_ID","NUMBER",22,,,"N"
1,"EVOTOR_CRM","SV_QUESTIONS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","SV_QUESTIONS","NAME","VARCHAR2",4000,,,"N"
3,"EVOTOR_CRM","SV_QUESTIONS","TYPE_ID","VARCHAR2",400,,,"N"
4,"EVOTOR_CRM","SV_QUESTIONS","SURVEY_ID","NUMBER",22,,,"N"
5,"EVOTOR_CRM","SV_QUESTIONS","POSITION","NUMBER",22,,,"N"
1,"EVOTOR_CRM","SV_SURVEY","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","SV_SURVEY","NAME","VARCHAR2",2000,,,"N"
3,"EVOTOR_CRM","SV_SURVEY","DESCRIPTION","VARCHAR2",8000,,,"Y"
4,"EVOTOR_CRM","SV_SURVEY","CREATE_DATE","DATE",7,,,"N"
5,"EVOTOR_CRM","SV_SURVEY","CREATE_USER","NUMBER",22,8,0,"N"
6,"EVOTOR_CRM","SV_SURVEY","IS_ARCHIVE","NUMBER",22,,,"N"
7,"EVOTOR_CRM","SV_SURVEY","KIND","VARCHAR2",2000,,,"N"
1,"EVOTOR_CRM","SV_SURVEY_EVENT","EVENT_ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","SV_SURVEY_EVENT","SURVEY_ID","NUMBER",22,,,"N"
1,"EVOTOR_CRM","SV_SURVEY_PARTNERS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","SV_SURVEY_PARTNERS","SURVEY_ID","NUMBER",22,,,"N"
3,"EVOTOR_CRM","SV_SURVEY_PARTNERS","PARTNER_ID","NUMBER",22,8,0,"N"
1,"EVOTOR_CRM","USR_ROLE_GRANTS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","USR_ROLE_GRANTS","ROLE_ID","NUMBER",22,,,"N"
3,"EVOTOR_CRM","USR_ROLE_GRANTS","GRANT_ID","NUMBER",22,4,0,"N"
1,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","USER_ID","NUMBER",22,,,"N"
3,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","NOTIFICATION_TYPE","VARCHAR2",400,,,"N"
4,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","CREATE_DATE","DATE",7,,,"N"
5,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","EVENT_DATE","DATE",7,,,"Y"
6,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","CUSTOMER_ID","NUMBER",22,,,"Y"
7,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","DEAL_ID","NUMBER",22,,,"Y"
8,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","IS_ACTIVE","NUMBER",22,,,"N"
9,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","CALL_PRIORITY","NUMBER",22,,,"Y"
10,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","UPDATE_DATE","DATE",7,,,"Y"
11,"EVOTOR_CRM","USR_USER_NOTIFICATIONS","CLOSE_DATE","DATE",7,,,"Y"
1,"EVOTOR_CRM","USR_USER_ROLES","ID","NUMBER",22,,,"N"
2,"EVOTOR_CRM","USR_USER_ROLES","USER_ID","NUMBER",22,8,0,"N"
3,"EVOTOR_CRM","USR_USER_ROLES","ROLE_ID","NUMBER",22,,,"N"
1,"EVOTOR_CRM_APP","TMP_NOT_VALID_REWARDS","PRODUCT_ID","VARCHAR2",128,,,"N"
2,"EVOTOR_CRM_APP","TMP_NOT_VALID_REWARDS","PAYMENT_DATE","DATE",7,,,"Y"
3,"EVOTOR_CRM_APP","TMP_NOT_VALID_REWARDS","DEVICE_ID","VARCHAR2",400,,,"Y"
4,"EVOTOR_CRM_APP","TMP_NOT_VALID_REWARDS","REWARD_ID","NUMBER",22,,,"Y"
1,"EVOTOR_CRM_APP","TMP_PARTNER_DEPT","PARTNER_ID","NUMBER",22,8,0,"N"
